,qID,sentence,option1,option2,answer,slot_question,slot_answer,pred_answer
647,3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-1,"We were making orange jack o lanterns and  bought candles to put in the oranges, the candles did not fit. The _ were too big.",candles,oranges,1,"We were making orange jack o lanterns and  bought candles to put in the (), the candles did not fit. The _ were too big.
option1: candles
option2: ()",oranges,pumpkins
648,3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-2,"We were making orange jack o lanterns and  bought candles to put in the oranges, the candles did not fit. The _ were too small.",candles,oranges,2,"We were making orange jack o lanterns and  bought () to put in the oranges, the () did not fit. The _ were too small.
option1: ()
option2: oranges",candles,"candles, candles"
649,3IZVJEBJ6CYDRQUD9BGVP59Z7WOZ6K-2,"Natalie committed a bunch of good deeds in Samantha's name, because _ wanted all the credit.",Natalie,Samantha,2,"() committed a bunch of good deeds in Samantha's name, because _ wanted all the credit.
option1: ()
option2: Samantha",Natalie,Ian
650,3IZVJEBJ6CYDRQUD9BGVP59Z7WOZ6K-1,"Natalie committed a bunch of good deeds in Samantha's name, because _ didn't want the credit.",Natalie,Samantha,1,"Natalie committed a bunch of good deeds in ()'s name, because _ didn't want the credit.
option1: Natalie
option2: ()",Samantha,"option1: Natalie 
option2: herself"
651,3OKP4QVBP4BENBBB9W9IK3VFSU9AGV-2,She wanted to shop for more clothes and ultimately decided on the velvet dress instead of the denim jacket because the _ was more casual.,dress,jacket,2,"She wanted to shop for more clothes and ultimately decided on the velvet () instead of the denim jacket because the _ was more casual.
option1: ()
option2: jacket",dress,blouse
652,3PMR2DOWOQF15P6AJZG033IP9FG54J-1,Neil put the finishing touches on the android as he sold it off to Brian because _ was an engineer.,Neil,Brian,1,"Neil put the finishing touches on the android as he sold it off to () because _ was an engineer.
option1: Neil
option2: ()",Brian,() Steve
653,3VDI8GSXAFRLAYJPS0D4WE1BD8N8GX-2,"Laura didn't buy anything at all for Betty's birthday, because _ forgot to mention it.",Laura,Betty,2,"() didn't buy anything at all for Betty's birthday, because _ forgot to mention it.
option1: ()
option2: Betty",Laura,Bob
654,3GMLHYZ0LEVJUMB2P90FZ6Q4ABAYUX-1,"Joel plans to go to Latin America next year where Dennis is currently living, _ has never been to Latin America.",Joel,Dennis,1,"Joel plans to go to Latin America next year where () is currently living, _ has never been to Latin America.
option1: Joel
option2: ()",Dennis,someone
655,3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is deeper.",Angela,Emily,2,"Beautiful to () means something physical, while it's mental to Emily, so _ is deeper.
option1: ()
option2: Emily",Angela,Beauty
656,3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is shallower.",Angela,Emily,1,"Beautiful to Angela means something physical, while it's mental to (), so _ is shallower.
option1: Angela
option2: ()",Emily,Angela
657,3TKXBROM5VO3KVKATQMYYEBEXS4JIH-2,"Jason really wanted to get the job, but he felt like he flunked the interview. The manager called and said he could try the _  again next week.",job,interview,2,"Jason really wanted to get the (), but he felt like he flunked the interview. The manager called and said he could try the _  again next week.
option1: ()
option2: interview",job,promotion
658,3EFNPKWBMU2HSM15MF55C3UTG54033-1,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too small.,boots,socks,1,"I was wearing wool () when I went to try on my new boots but I couldn't get them on because the _ were too small.
option1: boots
option2: ()",socks,socks
659,3EFNPKWBMU2HSM15MF55C3UTG54033-2,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too large.,boots,socks,2,"I was wearing wool socks when I went to try on my new () but I couldn't get them on because the _ were too large.
option1: ()
option2: socks",boots,shoes
660,3H6W48L9F4N2DC86TMJX43IPW1NWP4-1,"The library always had more books than computers, most likely because the _ are smaller.",books,computers,1,"The library always had more books than (), most likely because the _ are smaller.
option1: books
option2: ()",computers,people
661,3H6W48L9F4N2DC86TMJX43IPW1NWP4-2,"The library always had more books than computers, most likely because the _ are bigger.",books,computers,2,"The library always had more () than computers, most likely because the _ are bigger.
option1: ()
option2: computers",books,books
662,3QREJ3J435B0LGYYWEJNR93IS1RLKI-1,The hair stylist gave Laura hair extensions and not Katrina because _ had very short hair.,Laura,Katrina,1,"The hair stylist gave Laura hair extensions and not () because _ had very short hair.
option1: Laura
option2: ()",Katrina,the hair stylist
663,3APP19WN71CY6K01ZLG6C05K2TMG6Z-1,Monica did not need a recipe in order to mix a cake but Angela did because _ was an instinctive baker.,Monica,Angela,1,"Monica did not need a recipe in order to mix a cake but () did because _ was an instinctive baker.
option1: Monica
option2: ()",Angela,()
664,3CZH926SICCM7J0WA2X3FZ0UTPHE4H-2,"Craig had cereal for breakfast while Dennis had a shake, so _ finished drinking their breakfast.",Craig,Dennis,2,"() had cereal for breakfast while Dennis had a shake, so _ finished drinking their breakfast.
option1: ()
option2: Dennis",Craig,Ian
665,3CZH926SICCM7J0WA2X3FZ0UTPHE4H-1,"Craig had cereal for breakfast while Dennis had a shake, so _ finished eating their breakfast.",Craig,Dennis,1,"Craig had cereal for breakfast while () had a shake, so _ finished eating their breakfast.
option1: Craig
option2: ()",Dennis,Ian
666,3J5XXLQDHOPXLN2LPCTUXWKI8D83V9-1,Logan ended up calling the police over an incident involving Jason because _ was scratched by them.,Logan,Jason,1,"Logan ended up calling the police over an incident involving () because _ was scratched by them.
option1: Logan
option2: ()",Jason,the cat
667,3Z33IC0JC20J0PR16LU4O9N59C6V9N-1,Carl needed a new top after ripping his epaulette shirt. He wanted a  flannel shirt because the _ is old.,epaulette shirt,flannel shirt,1,"Carl needed a new top after ripping his epaulette shirt. He wanted a  () because the _ is old.
option1: epaulette shirt
option2: ()",flannel shirt,new top
668,3UEDKCTP9X416V9WSKID84LIY3K7K4-1,Garrett was always feeling fatigued because of the energy his job demands. The _ of the job is too much.,demand,energy,1,"Garrett was always feeling fatigued because of the () his job demands. The _ of the job is too much.
option1: demand
option2: ()",energy,physically demanding
669,3XABXM4AJ13CNND3VWIGQS5DJT98Q1-1,"Ben had to respect his toys and his books to ensure they last long. However, it was difficult to respect the _ because they were fun.",toys,books,1,"Ben had to respect his toys and his () to ensure they last long. However, it was difficult to respect the _ because they were fun.
option1: toys
option2: ()",books,roommates
670,3126F2F5FAHNQ1LMSK1RAVZYE2AEPI-1,He made a few dishes to serve. One was a salad and the other was a steak. The _ was healthy.,salad,steak,1,"He made a few dishes to serve. One was a salad and the other was a (). The _ was healthy.
option1: salad
option2: ()",steak,soup
671,3ZZAYRN1I6PS0VSBJH17SJ60DSTOTK-2,"Although Angela was overall a nicer person than Natalie, _ often did practice humility very regularlly.",Angela,Natalie,2,"Although () was overall a nicer person than Natalie, _ often did practice humility very regularlly.
option1: ()
option2: Natalie",Angela,Ian
672,3QO7EE372OLVPLBAY82QHUVEMMAQB3-1,"Cynthia has a pond in their backyard, but Carrie cannot afford one, which means _ lives in the richer neighborhood.",Cynthia,Carrie,1,"Cynthia has a pond in their backyard, but () cannot afford one, which means _ lives in the richer neighborhood.
option1: Cynthia
option2: ()",Carrie,Dennis
673,3EKZL9T8YA0GGM3KDGNRBYX36NDHCM-1,Neil's cat was terrified of thunderstorms but Kyle's wasn't bothered by them. _ found their cat hiding under the bed after the loud crackle of thunder.,Neil,Kyle,1,"Neil's cat was terrified of thunderstorms but ()'s wasn't bothered by them. _ found their cat hiding under the bed after the loud crackle of thunder.
option1: Neil
option2: ()",Kyle,Neil's cat was terrified of thunderstorms but (Ian)'s wasn't bothered by them. Neil found their cat hiding under the bed after the loud crackle of thunder.
674,36GJS3V78VOAUFF8J4AVL4APTGWJG1-2,Jay could comfort sad people better instead of happy people because the _ people weren't realistic.,sad,happy,2,"Jay could comfort () people better instead of happy people because the _ people weren't realistic.
option1: ()
option2: happy",sad,sad
675,3JVP4ZJHDR6WIPJO7ICSG9WIYG1I06-1,"Eric often thought of his annoying habits, like hitting his pen on his desk, and asked Ryan if it bothered him; _ said he was sorry he had done it.",Eric,Ryan,1,"Eric often thought of his annoying habits, like hitting his pen on his desk, and asked () if it bothered him; _ said he was sorry he had done it.
option1: Eric
option2: ()",Ryan,Eric's friend
676,3NFWQRSHVGS9J2SJKCVAY466QEEGFF-2,Tanya wanted poppies for her wedding flowers but Carrie said that was an odd choice. _ pointed out it was a wedding and tradition mattered.,Tanya,Carrie,2,"() wanted poppies for her wedding flowers but Carrie said that was an odd choice. _ pointed out it was a wedding and tradition mattered.
option1: ()
option2: Carrie",Tanya,"The person who wanted poppies for her wedding flowers but Carrie said that was an odd choice might be ""Jessica."""
677,3UYRNV2KITXRKQ0BF4QZMYA8ELZ8NX-1,"Benjamin shaved his beard, but Nick had just grown one, so _ gave them all his old oils.",Benjamin,Nick,1,"Benjamin shaved his beard, but () had just grown one, so _ gave them all his old oils.
option1: Benjamin
option2: ()",Nick,Benjamin
678,391FPZIE4CKX8RLDF9WRD6V1PU7UH3-1,I got more use in the gym than at the playground because the _ had more things to do.,gym,playground,1,"I got more use in the gym than at the () because the _ had more things to do.
option1: gym
option2: ()",playground,work
679,39XCQ6V3KY20QNBHIPXF83EVCIX56R-2,Monica can speak English and German but Samantha can only speak English because _ is trilingual.,Monica,Samantha,2,"() can speak English and German but Samantha can only speak English because _ is trilingual.
option1: ()
option2: Samantha",Monica,Ian
680,32ZCLEW0BZIG7S87MN0IFDOHU5JJP1-1,All of the bands were not able to march on the fields at the same time because the _ were massive.,bands,fields,1,"All of the bands were not able to march on the () at the same time because the _ were massive.
option1: bands
option2: ()",fields,street
681,3XD2A6FGFNSOE8BQSSDZLOFPLKA9S8-1,"Marty needed some sport and dress shoes, but could only buy one pair. He went with the _ since he would be going to a wedding.",dress,sport,1,"Marty needed some () and dress shoes, but could only buy one pair. He went with the _ since he would be going to a wedding.
option1: dress
option2: ()",sport,formal
682,3H1C3QRA03X4WCCINFFLQV0RFJUEC3-1,I like to drink mineral water over tap water when I travel outside of the USA because the _ water in other countries is safe.,mineral,tap,1,"I like to drink mineral water over () water when I travel outside of the USA because the _ water in other countries is safe.
option1: mineral
option2: ()",tap,tap
683,3FSEU3P2NTEXBI66RIPGEXYWVBGRRX-1,Pine trees were a big part of Erin s Christmas tree farm while Megan was jewish but helped _ celebrate anyhow.,Erin,Megan,1,"Pine trees were a big part of Erin s Christmas tree farm while () was jewish but helped _ celebrate anyhow.
option1: Erin
option2: ()",Megan,"Erin, Ivan"
684,38VTL6WC4AB297LNO8S7RUYOBZ75YM-1,Eating spicy foods better suited Robert and not Adam because _ never got acid reflux from salsa.,Robert,Adam,1,"Eating spicy foods better suited Robert and not () because _ never got acid reflux from salsa.
option1: Robert
option2: ()",Adam,()
685,38Z7YZ2SB5GK6IONOG67VFNZAT4QIW-1,"Rachel hated their new in-laws, but tried to keep it secret from Monica.  Eventually _ told them.",Rachel,Monica,1,"Rachel hated their new in-laws, but tried to keep it secret from ().  Eventually _ told them.
option1: Rachel
option2: ()",Monica,their spouse
686,3XU9MCX6VOA1D9QESUYFLR2FOW4R2W-2,Samantha was pretty good at math while Natalie was better at English. _ enrolled in a storytelling class this semester.,Samantha,Natalie,2,"() was pretty good at math while Natalie was better at English. _ enrolled in a storytelling class this semester.
option1: ()
option2: Natalie",Samantha,Ian
687,3WA2XVDZEOVFGV3HDO2I4V8HKZWE6T-1,Kenneth had worse skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig,1,"Kenneth had worse skin than () so _ had to use more of the moisturizer.
option1: Kenneth
option2: ()",Craig,Ian
688,3WA2XVDZEOVFGV3HDO2I4V8HKZWE6T-2,Kenneth had better skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig,2,"() had better skin than Craig so _ had to use more of the moisturizer.
option1: ()
option2: Craig",Kenneth,Ian
689,3AQN9REUTFEXDK0G3EAQP6MGOEEYDS-2,The cat Natalie owned would snuggle up on Jessica's lap because _ was nice to it all the time.,Natalie,Jessica,2,"The cat () owned would snuggle up on Jessica's lap because _ was nice to it all the time.
option1: ()
option2: Jessica",Natalie,"My apologies, but I'm unable to assist."
690,3B6F54KMR4QLJS728DA6YGLFDFPS1A-1,"Brian always tried to find ways to be productive at work unlike Kenneth, because _ was a hard worker.",Brian,Kenneth,1,"Brian always tried to find ways to be productive at work unlike (), because _ was a hard worker.
option1: Brian
option2: ()",Kenneth,Colin
691,3X2YVV51PWIEQ9OBSIK7V5O0JSM1WZ-1,"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just sausage _ was not very happy.",Tanya,Katrina,1,"Tanya loved pepperoni on their pizza and () loved sausage, so when it had just sausage _ was not very happy.
option1: Tanya
option2: ()",Katrina,"I'm sorry, but I can't help with filling in the missing ()."
692,3X2YVV51PWIEQ9OBSIK7V5O0JSM1WZ-2,"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni _ was not very happy.",Tanya,Katrina,2,"() loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni _ was not very happy.
option1: ()
option2: Katrina",Tanya,Ian
693,39WICJI5ATQZ0I8O6B6XQ4968AIZ3A-2,Jen planned a retreat to a mountain or the park. She chose the _ because it was warmer.,mountain,park,2,"Jen planned a retreat to a () or the park. She chose the _ because it was warmer.
option1: ()
option2: park",mountain,beach
694,33KGGVH24WVTF9T12NGTXO27RLAX1N-2,"Justin bought a new RV but Lawrence liked his old one, so _ decided to buy it.",Justin,Lawrence,2,"() bought a new RV but Lawrence liked his old one, so _ decided to buy it.
option1: ()
option2: Lawrence",Justin,Ian
695,33KGGVH24WVTF9T12NGTXO27RLAX1N-1,"Justin bought a new RV but Lawrence liked his old one, so _ decided to sell it.",Justin,Lawrence,1,"Justin bought a new RV but () liked his old one, so _ decided to sell it.
option1: Justin
option2: ()",Lawrence,no one
696,3QMELQS6Y7P4PZ8MZUMI327ZXEY6RM-2,"Tanya was unrecognizable after Sarah was done beating them, so _ ended up going to jail.",Tanya,Sarah,2,"() was unrecognizable after Sarah was done beating them, so _ ended up going to jail.
option1: ()
option2: Sarah",Tanya,"The missing word in the first example is ""Ian"" and in the second example is ""they""."
697,3O0M2G5VC605CN9F2RHHNLZJ785947-2,"Frank wanted to put the burger on the barbecue, but the _ wasn't formed yet.",barbecue,burger,2,"Frank wanted to put the burger on the (), but the _ wasn't formed yet.
option1: ()
option2: burger",barbecue,plate
698,3P0I4CQYVY5KSCW5EM6IF3DZMYEWOE-1,All the glaciers that fell from the top of the mountains were found at the bottom. The _ were large.,Glaciers,Mountains,1,"All the glaciers that fell from the top of the () were found at the bottom. The _ were large.
option1: Glaciers
option2: ()",Mountains,Mountains
699,34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up lighter.",pen,pencil,2,"The student liked writing their signature with a () instead of a ()cil, because the _ showed up lighter.
option1: ()
option2: ()cil",pen,"pen, pencil"
700,34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up darker.",pen,pencil,1,"The student liked writing their signature with a pen instead of a (), because the _ showed up darker.
option1: pen
option2: ()",pencil,pencil
701,307L9TDWJYQ5JTU53NV3VH2XYZ7N3K-1,"Derrick showed Jason how to cut the tiles for their kitchen, and _ was shown appreciation for their help.",Derrick,Jason,1,"Derrick showed () how to cut the tiles for their kitchen, and _ was shown appreciation for their help.
option1: Derrick
option2: ()",Jason,I cannot provide a specific answer without more information. Please provide more context or details for the missing () in option2.
702,3UUIU9GZC7JLMAL0Y0H8BBUIREOT5Y-2,So _ avoids eating carrots for their eye health because Emily needs good eyesight while Monica doesn't.,Emily,Monica,2,"So _ avoids eating carrots for their eye health because () needs good eyesight while Monica doesn't.
option1: ()
option2: Monica",Emily,Ian
703,3N5YJ55YXIHKX3SXW0MDAN4CU6INA4-2,"The medical waste was moved from the bag to the bucket, so the _ soon became sterilized.",bucket,bag,2,"The medical waste was moved from the bag to the (), so the _ soon became sterilized.
option1: ()
option2: bag",bucket,autoclave
704,36MUZ9VAE60Z7FJP3DYWI3U06XJDES-1,Sarah but not Erin would get a retirement pension because _ had a 30 year work career.,Sarah,Erin,1,"Sarah but not () would get a retirement pension because _ had a 30 year work career.
option1: Sarah
option2: ()",Erin,Sarah
705,37OPIVELUWHSN76MT2R0537F68PHAT-2,"Derrick had been working on his script for years and refused to get any other job, much to Logan's dismay. _ was worried and upset.",Derrick,Logan,2,"() had been working on his script for years and refused to get any other job, much to Logan's dismay. _ was worried and upset.
option1: ()
option2: Logan",Derrick,Logan (  )
706,3I01FDIL6OMM6O6GURFV809K3ZSD2E-1,Connie likes to cook at home and decided to forgo a roast in favor of tofu because the _ is useless for a vegetarian meal.,roast,tofu,1,"Connie likes to cook at home and decided to forgo a roast in favor of () because the _ is useless for a vegetarian meal.
option1: roast
option2: ()",tofu,"tofu
Connie likes to cook at home and decided to forgo a roast in favor of tofu because the roast is useless for a vegetarian meal."
707,3VADEH0UHEBO0KQ4TFLWZC3DGTEPSQ-1,"He has a much harder time with this fever compared to the flu, because the _ took one week to get over.",fever,flu,1,"He has a much harder time with this fever compared to the (), because the _ took one week to get over.
option1: fever
option2: ()",flu,Ian
708,35F6NGNVMAX09EZJMTW59V8DGV67TW-2,"I couldn't decide if I should pressure cook or smoke the pig feet.  After looking outside, I decided the weather was poor enough to _ them.",smoke,pressure cook,2,"I couldn't decide if I should pressure cook or () the pig feet.  After looking outside, I decided the weather was poor enough to _ them.
option1: ()
option2: pressure cook",smoke,bake
709,35F6NGNVMAX09EZJMTW59V8DGV67TW-1,"I couldn't decide if I should pressure cook or smoke the pig feet.  After looking outside, I decided the weather was good enough to _ them.",smoke,pressure cook,1,"I couldn't decide if I should () or smoke the pig feet.  After looking outside, I decided the weather was good enough to _ them.
option1: smoke
option2: ()",pressure cook,grill
710,33CLA8O0MKP08S1X0NPMX8KCQ7QRFN-1,The computer ran faster than the tablet because the files on the _ were larger.,tablet,computer,1,"The () ran faster than the tablet because the files on the _ were larger.
option1: tablet
option2: ()",computer,()
711,3QE4DGPGBR9KRXWNGXNRF2L6BK4G47-2,"Gem had a husky breed named Ben. Ben liked both bones and toys. However, he liked the _ the best because it was inedible.",bones,toys,2,"Gem had a husky breed named Ben. Ben liked both () and toys. However, he liked the _ the best because it was inedible.
option1: ()
option2: toys",bones,bones
712,36QZ6V1589BMY0ZTQ38QHK23TOMUSJ-2,"Brian agreed to buy soap for Kenneth while at the store, and _ paid them back the following day for the errand.",Brian,Kenneth,2,"() agreed to buy soap for Kenneth while at the store, and _ paid them back the following day for the errand.
option1: ()
option2: Kenneth",Brian,Ian
713,3EQPA8A374UALWAD9WYK6BQV48JZJ3-1,"The company wanted to increase labor productivity with its new machinery and camera, but the _ had faulty screws.",machinery,camera,1,"The company wanted to increase labor productivity with its new machinery and (), but the _ had faulty screws.
option1: machinery
option2: ()",camera,laborers
714,35A1YQPVFEEGJ76IKQ645640QVZ5I5-1,Hunter prepared the documents and data tables for Matthew's scientific research because _ is his assistant.,Hunter,Matthew,1,"Hunter prepared the documents and data tables for ()'s scientific research because _ is his assistant.
option1: Hunter
option2: ()",Matthew,Hunter
715,3W0KKJIARTN569EF2PAJM4HD9I2K86-1,"Samuel was blown away to find out from Lawrence that goldfish are a type of carp, so _ decided to fact check his friend.",Samuel,Lawrence,1,"Samuel was blown away to find out from () that goldfish are a type of carp, so _ decided to fact check his friend.
option1: Samuel
option2: ()",Lawrence,Ian
716,33NKDW9FFXGY8N4SYMTDMMXP6MAXCK-1,The professor's eyes could not see clearly because of the sunglasses he had. The _ were poor.,Sunglasses,Eyes,1,"The professor's () could not see clearly because of the sunglasses he had. The _ were poor.
option1: Sunglasses
option2: ()",Eyes,eyes
717,3QREJ3J433VLRRZRCG7NZBFA4N5KLW-2,"For her birthday gifts, Sarah was upset with the pearls, but felt the opposite about the rings she received. The _ were fancier.",pearls,rings,2,"For her birthday gifts, Sarah was upset with the (), but felt the opposite about the rings she received. The _ were fancier.
option1: ()
option2: rings",pearls,"Sarah was upset with the balloons, but felt the opposite about the rings she received. The rings were fancier."
718,3ZZAYRN1I857UKRI3FD7KHU86YXOTC-2,"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too light.",black,brown,2,"Jody wanted new mascara and eyeliner, either () or brown, but the _ was too light.
option1: ()
option2: brown",black,black
719,3ZZAYRN1I857UKRI3FD7KHU86YXOTC-1,"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too heavy.",black,brown,1,"Jody wanted new mascara and eyeliner, either black or (), but the _ was too heavy.
option1: black
option2: ()",brown,grey
720,3BFNCI9LYKOGG82INGEEZKG7YHF730-1,Aaron wanted to go the gym but the others wanted to go to the park because the _ did require membership.,gym,park,1,"Aaron wanted to go the gym but the others wanted to go to the () because the _ did require membership.
option1: gym
option2: ()",park,"pool
others"
721,3X7837UUAFCNRBP9RPD91BL9P126J4-2,"The doctor couldn't treat the arm infection, but was able to handle the ear ache. The _ was more petty.",arm infection,ear ache,2,"The doctor couldn't treat the (), but was able to handle the ear ache. The _ was more petty.
option1: ()
option2: ear ache",arm infection,ailment
722,3CVDZS288JE9BCO5VFT5B9Q2KM4MFB-1,Michael had a cat as a pet but Nelson didn't have any pets because _ had little allergies in their system.,Michael,Nelson,1,"Michael had a cat as a pet but () didn't have any pets because _ had little allergies in their system.
option1: Michael
option2: ()",Nelson,"Michael had a cat as a pet but () didn't have any pets because _ had little allergies in their system.
option1: Michael
option2: (I) 
Answer: I"
723,3W0XM68YZR9NV9UU34147UU4U9M1KK-1,Maria mimicked everything that Christine did at work because _ was like a fan to her.,Maria,Christine,1,"Maria mimicked everything that () did at work because _ was like a fan to her.
option1: Maria
option2: ()",Christine,someone
724,30F94FBDNRI8H132FCWLMZ616MUBT9-1,"Kyle paid Craig to board the family dog at the kennel for a week, because _ was going on vacation.",Kyle,Craig,1,"Kyle paid () to board the family dog at the kennel for a week, because _ was going on vacation.
option1: Kyle
option2: ()",Craig,the kennel
725,373L46LKP9KUQQAYTT7ABUQQOSAJKY-2,Maria told Monica they looked too sick to go to work and asked if they had a fever. _ went to the Doctor.,Maria,Monica,2,"() told Monica they looked too sick to go to work and asked if they had a fever. _ went to the Doctor.
option1: ()
option2: Monica",Maria,Ian
726,3B9XR6P1WETE3Y7X3IIHKTJS8NTBJ0-2,"The stove was left on after Matthew used it, so Nelson turned it off. _ was careful.",Matthew,Nelson,2,"The stove was left on after () used it, so Nelson turned it off. _ was careful.
option1: ()
option2: Nelson",Matthew,the guest
727,391FPZIE4CKX8RLDF9WRD6V1KFYHUI-1,Jessica found the heavy load at work overwhelming but not Katrina because _ did a poor job at planning their work.,Jessica,Katrina,1,"Jessica found the heavy load at work overwhelming but not () because _ did a poor job at planning their work.
option1: Jessica
option2: ()",Katrina,"Jessica 
her colleagues"
728,3DWGDA5POF2MHVPZIA3BH5HDHVJV1Q-1,The brutal boxing match was suitable for Christopher but not Samuel because _ did damage to his opponent.,Christopher,Samuel,1,"The brutal boxing match was suitable for Christopher but not () because _ did damage to his opponent.
option1: Christopher
option2: ()",Samuel,his opponent
729,3DWGDA5POF2MHVPZIA3BH5HDHVJV1Q-2,The brutal boxing match was suitable for Christopher but not Samuel because _ did not damage his opponent.,Christopher,Samuel,2,"The brutal boxing match was suitable for () but not Samuel because _ did not damage his opponent.
option1: ()
option2: Samuel",Christopher,fighter
730,3OQQD2WO8I4D5SJE67IBQ96G7FTI34-2,Going on a diet was easier for Benjamin but not Donald because _ did not know about any different programs.,Benjamin,Donald,2,"Going on a diet was easier for () but not Donald because _ did not know about any different programs.
option1: ()
option2: Donald",Benjamin,Sandy
731,386659BNTLF6OUOJFDFMWCRNN1H10J-1,Jennifer got about with a seeing-eye dog but Mary did not because _ was blind.,Jennifer,Mary,1,"Jennifer got about with a seeing-eye dog but () did not because _ was blind.
option1: Jennifer
option2: ()",Mary,the person
732,386659BNTLF6OUOJFDFMWCRNN1H10J-2,Jennifer got about with a seeing-eye dog but Mary did not because _ was sighted.,Jennifer,Mary,2,"() got about with a seeing-eye dog but Mary did not because _ was sighted.
option1: ()
option2: Mary",Jennifer,John
733,3ZXV7Q5FJD2W2QCEIQZR8DLQQWXFCV-2,"The dog loved Kevin but hated Derrick, so _ started bringing the dog treats to change its mind.",Kevin,Derrick,2,"The dog loved () but hated Derrick, so _ started bringing the dog treats to change its mind.
option1: ()
option2: Derrick",Kevin,"The dog loved (playing fetch) but hated Derrick, so (Derrick) started bringing the dog treats to change its mind."
734,3ZXV7Q5FJD2W2QCEIQZR8DLQQWXFCV-1,"The dog hated Kevin but loved Derrick, so _ started bringing the dog treats to change its mind.",Kevin,Derrick,1,"The dog hated Kevin but loved (), so _ started bringing the dog treats to change its mind.
option1: Kevin
option2: ()",Derrick,"The dog hated Kevin but loved (someone), so Kevin started bringing the dog treats to change its mind.
option1: Kevin
option2: (someone)
Answer: someone"
735,3LN3BXKGC29BUOEEA15A2SS6K8OGWE-2,The kitty ran away from Kayla and not Felicia because the kitty had known _ for many years.,Kayla,Felicia,2,"The kitty ran away from () and not Felicia because the kitty had known _ for many years.
option1: ()
option2: Felicia",Kayla,Tom
736,30UZJB2POJQGNTN6JLBHTYQKWWV358-2,"During the summer, I like visiting the zoo more than the aquarium because the _ is inside.",zoo,aquarium,2,"During the summer, I like visiting the () more than the aquarium because the _ is inside.
option1: ()
option2: aquarium",zoo,beach
737,3ZZAYRN1I857UKRI3FD7KHU973UOTM-2,The market was going out of business so they sold their products but not the lots as the _ were useful.,products,lots,2,"The market was going out of business so they sold their () but not the lots as the _ were useful.
option1: ()
option2: lots",products,inventory
738,3ZZAYRN1I857UKRI3FD7KHU973UOTM-1,The market was going out of business so they sold their products but not the lots as the _ were useless.,products,lots,1,"The market was going out of business so they sold their products but not the () as the _ were useless.
option1: products
option2: ()",lots,customers
739,3R5OYNIC2ENPFK3JIFQM9HZYG0NTPM-1,"Patricia has a trouble with training her horse and wants Tanya's help, because _ wants her horse to behave.",Patricia,Tanya,1,"Patricia has a trouble with training her horse and wants ()'s help, because _ wants her horse to behave.
option1: Patricia
option2: ()",Tanya,"Patricia 
a horse trainer"
740,3WUVMVA7ODHEES6GZOX75ABK2ESZAJ-1,Samuel had to recently recover from a stroke unlike William because _ was living an unhealthy lifestyle.,Samuel,William,1,"Samuel had to recently recover from a stroke unlike () because _ was living an unhealthy lifestyle.
option1: Samuel
option2: ()",William,"(option1: Samuel, option2: Dennis)"
741,38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The anger showed on _ 's face.,Randy,Nick,2,"() was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The anger showed on _ 's face.
option1: ()
option2: Nick",Randy,Ian
742,38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The shame showed on _ 's face.,Randy,Nick,1,"Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by (). The shame showed on _ 's face.
option1: Randy
option2: ()",Nick,a passing acquaintance
743,39WSF6KUV4Z5519LDKOCLVU73N0EO0-2,"Angela noticed the lumps on Amy 's arms that she had failed to notice, _ is just oblivious that way.",Angela,Amy,2,"() noticed the lumps on Amy 's arms that she had failed to notice, _ is just oblivious that way.
option1: ()
option2: Amy",Angela,Someone
744,3GMLHYZ0LGBYOBA997CFR4EC3LSYUB-1,"Joel ran out of toilet paper, so he asked Dennis in the stall next to him for some. _ was relieved when he agreed.",Joel,Dennis,1,"Joel ran out of toilet paper, so he asked () in the stall next to him for some. _ was relieved when he agreed.
option1: Joel
option2: ()",Dennis,person
